ctime,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1415770103.03747,template1,0,0,0,0,0,0,0,0,0,0
1415770103.03747,template0,0,0,0,0,0,0,0,0,0,0
1415770103.03747,postgres,0,26,1,156,3127,11851,1485,0,0,0
1415770103.03747,dbt3,5,385,0,7041985,10455468,645367973,44818,86586768,33,690
1415770163.04258,template1,0,0,0,0,0,0,0,0,0,0
1415770163.04258,template0,0,0,0,0,0,0,0,0,0,0
1415770163.04258,postgres,0,28,1,156,3185,12777,1496,0,0,0
1415770163.04258,dbt3,6,410,0,7586219,11900625,648074005,746247,86661387,35,690
1415770223.04328,template1,0,0,0,0,0,0,0,0,0,0
1415770223.04328,template0,0,0,0,0,0,0,0,0,0,0
1415770223.04328,postgres,0,30,1,156,3243,13703,1507,0,0,0
1415770223.04328,dbt3,5,421,0,7586219,11902842,648079603,747257,86661387,35,690
1415770283.0459,template1,0,0,0,0,0,0,0,0,0,0
1415770283.0459,template0,0,0,0,0,0,0,0,0,0,0
1415770283.0459,postgres,0,32,1,156,3301,14629,1518,0,0,0
1415770283.0459,dbt3,6,434,0,7586219,11905111,648085225,748289,86661387,35,690
1415770343.05093,template1,0,0,0,0,0,0,0,0,0,0
1415770343.05093,template0,0,0,0,0,0,0,0,0,0,0
1415770343.05093,postgres,0,34,1,156,3359,15555,1529,0,0,0
1415770343.05093,dbt3,6,452,0,7769266,26041953,1303917532,2775939,86661388,36,690
1415770403.05518,template1,0,0,0,0,0,0,0,0,0,0
1415770403.05518,template0,0,0,0,0,0,0,0,0,0,0
1415770403.05518,postgres,0,36,1,184,3389,16481,1540,0,0,0
1415770403.05518,dbt3,6,470,0,8698242,26650514,1389084722,2777837,86661389,37,690
1415770463.05728,template1,0,0,0,0,0,0,0,0,0,0
1415770463.05728,template0,0,0,0,0,0,0,0,0,0,0
1415770463.05728,postgres,0,38,1,212,3419,17407,1551,0,0,0
1415770463.05728,dbt3,3,481,0,8698433,26652540,1389090320,2778847,86661389,37,690
1415770523.06149,template1,0,0,0,0,0,0,0,0,0,0
1415770523.06149,template0,0,0,0,0,0,0,0,0,0,0
1415770523.06149,postgres,0,40,1,240,3449,18333,1562,0,0,0
1415770523.06149,dbt3,6,494,0,8698624,26654618,1389095942,2779879,86661389,37,690
1415770583.06645,template1,0,0,0,0,0,0,0,0,0,0
1415770583.06645,template0,0,0,0,0,0,0,0,0,0,0
1415770583.06645,postgres,0,42,1,268,3479,19259,1573,0,0,0
1415770583.06645,dbt3,6,506,0,8698815,26656670,1389101552,2780900,86661389,37,690
1415770643.07098,template1,0,0,0,0,0,0,0,0,0,0
1415770643.07098,template0,0,0,0,0,0,0,0,0,0,0
1415770643.07098,postgres,0,44,1,296,3509,20185,1584,0,0,0
1415770643.07098,dbt3,6,518,0,8699006,26658722,1389107162,2781921,86661389,37,690
1415770703.07699,template1,0,0,0,0,0,0,0,0,0,0
1415770703.07699,template0,0,0,0,0,0,0,0,0,0,0
1415770703.07699,postgres,0,46,1,324,3539,21111,1595,0,0,0
1415770703.07699,dbt3,5,549,0,12738284,300708194,1710411488,263935594,86661392,40,690
1415770763.07931,template1,0,0,0,0,0,0,0,0,0,0
1415770763.07931,template0,0,0,0,0,0,0,0,0,0,0
1415770763.07931,postgres,0,48,1,340,3581,22037,1606,0,0,0
1415770763.07931,dbt3,5,567,0,13403378,302468554,1847024367,263937533,86661393,41,690
1415770823.0869,template1,0,0,0,0,0,0,0,0,0,0
1415770823.0869,template0,0,0,0,0,0,0,0,0,0,0
1415770823.0869,postgres,0,50,1,360,3619,22963,1617,0,0,0
1415770823.0869,dbt3,6,584,0,13803196,303453879,1913251403,268514579,86661394,42,690
1415770883.09037,template1,0,0,0,0,0,0,0,0,0,0
1415770883.09037,template0,0,0,0,0,0,0,0,0,0,0
1415770883.09037,postgres,0,52,1,376,3661,23889,1628,0,0,0
1415770883.09037,dbt3,5,608,0,16126334,305594494,2080882940,404511471,86661396,44,690
1415770943.09307,template1,0,0,0,0,0,0,0,0,0,0
1415770943.09307,template0,0,0,0,0,0,0,0,0,0,0
1415770943.09307,postgres,0,54,1,396,3699,24815,1639,0,0,0
1415770943.09307,dbt3,4,640,0,16744761,306876939,2180159897,405707779,86661399,47,690
1415771003.09337,template1,0,0,0,0,0,0,0,0,0,0
1415771003.09337,template0,0,0,0,0,0,0,0,0,0,0
1415771003.09337,postgres,0,56,1,412,3741,25741,1650,0,0,0
1415771003.09337,dbt3,6,668,0,18908693,307877125,2239456654,448800165,86661417,51,705
1415771063.09601,template1,0,0,0,0,0,0,0,0,0,0
1415771063.09601,template0,0,0,0,0,0,0,0,0,0,0
1415771063.09601,postgres,0,58,1,428,3783,26667,1661,0,0,0
1415771063.09601,dbt3,6,686,0,19305946,308549626,2299508537,448801767,86661418,52,705
1415771123.09836,template1,0,0,0,0,0,0,0,0,0,0
1415771123.09836,template0,0,0,0,0,0,0,0,0,0,0
1415771123.09836,postgres,0,60,1,444,3825,27593,1672,0,0,0
1415771123.09836,dbt3,6,710,0,20265209,310077371,2377667272,464193248,86661420,54,705
1415771183.10284,template1,0,0,0,0,0,0,0,0,0,0
1415771183.10284,template0,0,0,0,0,0,0,0,0,0,0
1415771183.10284,postgres,0,62,1,464,3863,28519,1683,0,0,0
1415771183.10284,dbt3,6,740,0,23278049,311192473,2498674294,491919851,86661423,57,705
